FullPath,GOOD/BAD MAINPATH,Instance,SOL_1,SOL_2,SOL_3,LOC_SOL,SOL_GLOB,CAT_1,CAT_2,CAT_3,REQ_1,REQ_2,REQ_3,COND_1,COND_2,COND_3
/content/dataset-2/А26-3919-2020/2020.10.26.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,Отказано; 4) Удовлетворено,удовлетворено частично,удовлетворено частично,Аренда земли,,,О расторжении договора,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-4249-2020/2020.08.06.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Аренда земли,,,О взыскании неустойки,,,Нарушение сроков исполнения обязательства,,
/content/dataset-2/А26-4249-2020/2020.10.19.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,О взыскании неустойки,,,Нарушение сроков исполнения обязательства,,
/content/dataset-2/А26-4266-2020/2020.08.04.txt,GOOD DEF,1,В удовлетворении требования отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Истечение срока действия договора,,
/content/dataset-2/А26-4266-2020/2020.10.30.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Истечение срока действия договора,,
/content/dataset-2/А26-4266-2020/2021.03.01.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку на момент истечения сроков действия договоров все работы, связанные со строительством линейных объектов, завершены, участки готовы для возврата в состоянии, обусловленном договором; размер арендной платы подлежит определению исходя из площади, занятой опорами, при этом установлено наличие у арендатора переплаты",,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Истечение срока действия договора,,
/content/dataset-2/А26-5213-2019/2020.08.05.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-5213-2019/2020.09.29.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-5380-2019/2020.07.21.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-5380-2019/2020.10.07.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-655-2020/2020.07.27.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-655-2020/2020.09.30.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-7943-2019/2020.07.14.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании ущерба,,,Солидарные обязательства,,
/content/dataset-2/А26-7943-2019/2020.10.14.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании ущерба,,,Солидарные обязательства,,
/content/dataset-2/А26-8729-2019/2020.07.17.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А26-8729-2019/2020.09.29.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-10761-2019/2020.07.21.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Включение в конкурсную массу отдельных категорий имущества должника,,
/content/dataset-2/А42-10761-2019/2021.03.16.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Включение в конкурсную массу отдельных категорий имущества должника,,
/content/dataset-2/А42-1531-2020/2020.08.20.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Убытки стороны договора,,
/content/dataset-2/А42-1531-2020/2020.12.30.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Другое: поставка электроэнергии,,
/content/dataset-2/А42-1531-2020/2021.04.07.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку объем энергии, определенный по показаниям общедомовых приборов учета, установленных в указанных домах, в случае его превышения над объемом ресурса, рассчитанным на основании норматива потребления, является потерями во внутридомовых сетях, а не в сетях исполнителя, отсутствуют основания для возложения на него обязанности компенсировать потери",,,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Убытки стороны договора,,
/content/dataset-2/А42-1531-2020/2021.07.23.txt,GOOD DEF,4,"В передаче дела в Судебную коллегию по экономическим спорам Верховного Суда РФ отказано, так как, разрешая спор, суд апелляционной инстанции, выводы которого поддержал суд округа, исследовав и оценив представленные по делу доказательства по правилам статьи 71 Арбитражного процессуального кодекса РФ, пришли к выводу о том, что показания ОДПУ, установленных в ветхих и аварийных домах, могут быть использованы для определения объема потребленной электроэнергии на ОДН в части, не превышающей норматив потребления",,NOT MY COND,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Убытки стороны договора,,
/content/dataset-2/А42-2027-2020/2020.04.28.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-2027-2020/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-2027-2020/2020.09.14.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-2714-2020/2020.07.16.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-2714-2020/2020.09.25.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-2714-2020/2021.01.14.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку долг оплачен до подачи иска и принятия его к производству, к размеру законной неустойки по инициативе суда применены положения ст. 333 ГК РФ, размер неустойки снижен",,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3471-2020/2020.07.09.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3471-2020/2020.09.15.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3614-2020/2020.07.13.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3614-2020/2020.10.13.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3623-2020/2020.07.23.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3623-2020/2020.11.18.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3752-2020/2020.07.07.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании судебных издержек,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3752-2020/2020.09.18.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании судебных издержек,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3752-2020/2021.01.26.txt,GOOD DEF,3,"Требование удовлетворено, поскольку наличие долга подтверждено; организация является собственником имущества учреждения, в связи с чем несет субсидиарную ответственность по обязательствам учреждения",,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании судебных издержек,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3781-2020/2020.07.02.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А42-3781-2020/2021.06.21.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Основание требования - вступившее в силу решение суда,,
/content/dataset-2/А42-3781-2020/2021.07.16.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А42-3788-2020/2020.07.09.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Повышающий коэффициент при расчете стоимости энергии,,
/content/dataset-2/А42-3788-2020/2020.09.22.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Повышающий коэффициент при расчете стоимости энергии,,
/content/dataset-2/А42-3904-2020/2020.07.24.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-3904-2020/2020.09.17.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4339-2020/2020.07.29.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4339-2020/2020.11.18.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4435-2020/2020.07.17.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4435-2020/2020.10.07.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4436-2020/2020.07.31.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4436-2020/2020.10.16.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4632-2020/2020.07.30.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании основного долга,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-4632-2020/2020.12.23.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании основного долга,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А42-6609-2019/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Требование к должнику - поручителю,,
/content/dataset-2/А42-6609-2019/2021.03.11.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Требование к должнику - поручителю,,
/content/dataset-2/А56-100132-2019/2020.07.21.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-100132-2019/2020.11.26.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-100132-2019/2021.03.31.txt,GOOD DEF,3,"Требование удовлетворено, поскольку наличие задолженности подтверждено, оснований для снижения неустойки не установлено",,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-100132-2019/2021.07.07.txt,GOOD DEF,4,"В передаче дела в Судебную коллегию по экономическим спорам Верховного Суда РФ отказано, так как, удовлетворяя исковые требования, суды, исследовав и оценив в порядке статьи 71 Арбитражного процессуального кодекса РФ имеющиеся в деле доказательства, пришли к выводу об отсутствии оснований освобождения ответчика (потребитель) от уплаты неустойки за просрочку оплаты электрической энергии, поставленной истцом (гарантирующий поставщик)",,,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-10065-2020/2020.08.10.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-10065-2020/2020.12.25.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-101430-2019/2020.07.09.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Налоговые требования при банкротстве гражданина,,
/content/dataset-2/А56-101430-2019/2020.12.30.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Налоговые требования при банкротстве гражданина,,
/content/dataset-2/А56-101467-2019/2020.07.22.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-101467-2019/2021.05.24.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-102152-2019/2020.08.01.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-102152-2019/2020.12.04.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-104693-2019/2020.08.04.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-104693-2019/2020.10.23.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-104822-2019/2020.06.09.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реструктуризация долгов гражданина,,
/content/dataset-2/А56-104822-2019/2020.07.16.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реструктуризация долгов гражданина,,
/content/dataset-2/А56-106443-2019/2020.07.15.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А56-106443-2019/2021.06.02.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А56-110477-2019/2020.07.02.txt,GOOD DEF,1,В удовлетворении требования отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-110477-2019/2021.01.27.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-111640-2019/2020.07.16.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Безучетное потребление,,
/content/dataset-2/А56-111640-2019/2020.11.23.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Другое: поставка электроэнергии,,
/content/dataset-2/А56-111640-2019/2021.05.12.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку терминалы банка были подключены к электрической сети в соответствии с условиями договора, заключенного банком с третьим лицом, потребленная терминалами электроэнергия учитывалась приборами учета, третье лицо оплатило эту энергию",,,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Безучетное потребление,,
/content/dataset-2/А56-111666-2019/2020.07.03.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-111666-2019/2020.10.15.txt,GOOD DEF,2,Удовлетворено в части,Удовлетворено в части,,удовлетворено частично,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-112654-2019/2020.08.03.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Аренда земли,,,О взыскании убытков,,,Убытки стороны договора,,
/content/dataset-2/А56-112654-2019/2020.12.08.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,О взыскании убытков,,,Убытки стороны договора,,
/content/dataset-2/А56-112697-2019/2020.08.24.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-112697-2019/2020.12.25.txt,GOOD DEF,2,Удовлетворено в части,Удовлетворено в части,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-112716-2019/2020.08.04.txt,GOOD DEF,1,В удовлетворении требования отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,"Арендатор своими силами освободил в спорный период земельный участок от принадлежащего ему имущества, при этом обязанность по демонтажу находящихся на участке гаражей у него отсутствовала, что установлено в рамках рассмотрения обособленного спора",,
/content/dataset-2/А56-112716-2019/2020.11.24.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,"Арендатор своими силами освободил в спорный период земельный участок от принадлежащего ему имущества, при этом обязанность по демонтажу находящихся на участке гаражей у него отсутствовала, что установлено в рамках рассмотрения обособленного спора",,
/content/dataset-2/А56-112716-2019/2021.02.26.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку арендатор освободил участок от принадлежащего ему имущества и уволил всех нанятых им сотрудников до 2017 года, при этом обязанность по демонтажу находящихся на участке гаражей у него отсутствовала",,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-119287-2019/2020.07.22.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-119287-2019/2021.09.01.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-119575-2019/2020.07.20.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-119575-2019/2020.09.25.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-119575-2019/2021.01.14.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку в отсутствие согласования с арендатором уведомления об изменении размера платы не являются надлежащими доказательствами его изменения: договор заключен до принятия закона, предусматривающего необходимость государственного регулирования арендной платы, а право на изменение размера платы в одностороннем порядке договором арендодателю не предоставлено",,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-11979-2020/2020.08.04.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и процентов в порядке 395 ГК РФ,,,Безучетное потребление,,
/content/dataset-2/А56-11979-2020/2020.12.21.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и процентов в порядке 395 ГК РФ,,,Безучетное потребление,,
/content/dataset-2/А56-120305-2019/2020.07.14.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Истечение срока действия договора,,
/content/dataset-2/А56-120305-2019/2020.10.28.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Истечение срока действия договора,,
/content/dataset-2/А56-120305-2019/2021.03.17.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку оспариваемым уведомлением выражена воля арендодателя на отказ от договора, возобновленного на неопределенный срок, такое право предоставлено арендодателю законом, права арендатора не нарушены; надлежащих доказательств, препятствующих реализации данного права, не приведено",,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-121114-2019/2020.06.19.txt,GOOD DEF,2,"Отказано, поскольку не представлены доказательства совершения должником действий, направленных на умышленное уменьшение объема имущества, и неисполнения решения суда в будущем",,,не удовлетворено,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Несогласие с условиями оплаты,,
/content/dataset-2/А56-121114-2019/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Несогласие с условиями оплаты,,
/content/dataset-2/А56-121114-2019/2021.01.25.txt,GOOD DEF,2,Удовлетворено в части,Удовлетворено,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Безучетное потребление,,
/content/dataset-2/А56-121114-2019/2021.05.20.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку нарушение потребителем сроков проверок приборов учета не является обстоятельством, исключающим обязанность по оплате потребленного ресурса; применен срок исковой давности в отношении части требования",,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Несогласие с условиями оплаты,,
/content/dataset-2/А56-122119-2019/2020.08.03.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Основание требования - вступившее в силу решение суда,,
/content/dataset-2/А56-122119-2019/2020.08.05.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
